NAME	TITLE	SCORE	
SREBF2		0.3941498	
RAMACL		0.39410025	
SNHG1		0.3939878	
ZNF397		0.39396915	
BTG1		0.39396787	
COSMOC		0.39389378	
BAK1		0.39375922	
MTRNR2L12		0.39373383	
FLYWCH2		0.39343902	
FERMT2		0.39331332	
ARGFXP2		0.39306065	
EEF1A1P3		0.3928921	
UBE2E1		0.39287767	
MFSD2B		0.39284447	
DANT2		0.3927414	
GASK1A		0.3927329	
MIR149		0.3926365	
EIF4BP2		0.39246485	
GLCCI1-DT		0.39244056	
THBS4		0.39238274	
SEPTIN7P8		0.39237788	
NRDC		0.39228532	
RSPRY1		0.3922741	
CRYBB2		0.39209342	
RLF		0.39208353	
ZSCAN9		0.39208087	
ATF7		0.3920445	
ZNF285BP		0.3915647	
ZBTB12		0.39137626	
MMEL1		0.39110097	
IGFLR1		0.39101416	
PABIR2		0.39083138	
APOBR		0.3903615	
L3MBTL2-AS1		0.39030114	
SFN		0.39015272	
FTH1P15		0.39006433	
FOXD4		0.39001736	
LINC02731		0.38974237	
HERC2P3		0.389655	
LINC00888		0.38960934	
NPDC1		0.3895166	
PDE4DIPP6		0.38944092	
IQGAP1		0.3894311	
MEIS2		0.38938197	
BET1L		0.3891123	
RPSAP8		0.38889506	
COG2		0.38880727	
TPM1-AS		0.38873637	
SUNO1		0.3885786	
CCDC113		0.38836366	
CLCF1		0.388302	
FAM110D		0.38772	
TOMM40L		0.38742408	
DR1		0.387289	
ENKD1		0.38702866	
LRRC37A9P		0.3868893	
BPNT1		0.38678098	
YPEL2		0.38672704	
ZNF791		0.38639772	
RSL24D1P11		0.38617188	
ZNF160		0.38608676	
ELAVL2		0.38589805	
TOMM40P1		0.3857955	
TSHZ1		0.38569665	
C1QL4		0.38567692	
CRCP		0.3854964	
COL5A1		0.38548726	
ASIC1		0.385412	
CASC19		0.38527468	
DALRD3		0.38522047	
DOCK9-DT		0.38513505	
OR4K12P		0.38505197	
IGBP1		0.38504657	
SPATA7		0.38504004	
SEC14L1		0.38472185	
PRKCZ-AS1		0.38468271	
BCL9		0.38450596	
C5orf60		0.38439098	
ZNF227		0.3843494	
C4A		0.3842072	
ELOA		0.38406587	
ROCK1		0.38403878	
LINC02882		0.38392916	
MYG1		0.38376206	
ANAPC1P1		0.3836736	
RPL23AP82		0.3836626	
ZNF850		0.3835149	
ENO3		0.38340524	
LRRCC1		0.383339	
FUT3		0.38308814	
EEF1A1P11		0.3830692	
ZNF436		0.3828525	
CPLANE2		0.38276827	
BOD1L1		0.3826611	
ILK		0.38260943	
TCTA		0.38260055	
LETM1		0.3824926	
H2AW		0.38246635	
GUSBP11		0.38239944	
KLHL3		0.3822815	
ANKRD20A21P		0.38219148	
TERF1P5		0.38218606	
SLC39A1		0.38212818	
NUS1P2		0.38210604	
YWHAZ		0.38204685	
CHCHD2P9		0.38200808	
BCLAF3		0.38189974	
PDK4		0.3816192	
CDH2		0.38150454	
AMPD3		0.38143012	
PHC3		0.3813485	
MYO1E		0.3813424	
MEIS3P1		0.38132888	
ZNF862		0.38131887	
EAF1		0.38129595	
CHST14		0.3810174	
GNPAT		0.3807308	
ARHGAP30		0.38044214	
SCOCP1		0.38040832	
NCK2		0.38033256	
ZNF765		0.38024536	
MED14		0.3801731	
PERP		0.37966487	
C1orf115		0.37964493	
NOTCH2		0.37963215	
EXOC7		0.37959296	
PPP1R12C		0.379552	
CCDC154		0.37944734	
CALML3-AS1		0.3793757	
CLDN23		0.37924552	
PNKDP1		0.3790907	
MMGT1		0.3788993	
GSDMC		0.37882677	
ELOA-AS1		0.37881222	
CDK2AP2		0.37875095	
TBC1D1		0.378475	
BAG2		0.37843838	
EYA3		0.37839565	
WEE2-AS1		0.3783811	
FSIP2-AS2		0.37828043	
PLEKHG4		0.37824208	
PRR36		0.37801546	
EXOSC10		0.37795496	
RFX3		0.37777156	
TREX2		0.37760037	
TOMM40P2		0.37758523	
PPIAP11		0.37747747	
GLIS2-AS1		0.37732905	
ATP5MC2P4		0.3770133	
PDCL		0.3767486	
TGFB2		0.37670183	
PACSIN3		0.37648913	
THUMPD3		0.3764278	
ARMH4		0.37608975	
NRK		0.37592998	
SLC4A5		0.37574136	
UTP14A		0.37567377	
CYP21A1P		0.37559685	
TWSG1		0.3755329	
NDUFA4		0.37545416	
MUTYH		0.3754282	
NSD2		0.37485433	
ZFP69		0.37484658	
BATF		0.37465897	
KLHL35		0.3746103	
INSIG2		0.3745832	
MYCNOS		0.37449378	
KMT5AP1		0.37444508	
VPS13C-DT		0.37422985	
RBBP4P4		0.37406948	
RNF150		0.3738101	
ZNF138		0.37353432	
SMARCA1		0.37347668	
LINC01772		0.3734736	
SCFD1		0.37325692	
ATP2A1-AS1		0.3730479	
FBXO9		0.37287813	
ZNF311		0.37278038	
HIC1		0.3726992	
PRDX6-AS1		0.37268972	
MIR200A		0.37261316	
ZNF131		0.37238973	
YWHAZP10		0.37219566	
LRRC71		0.37216645	
TRIM61		0.37199715	
HACE1		0.37171713	
RHOG2P		0.3716891	
SCN9A		0.37162304	
MFSD8		0.3715174	
FTH1		0.3714458	
H3-3A		0.37144327	
EEF1A1P13		0.3713828	
PLEKHA3		0.37132743	
EPS8L1		0.37129843	
IDH2		0.37090224	
ZBTB4		0.37058488	
S100A13		0.37048948	
FANCM		0.3702657	
MAP2K4P1		0.3702647	
EPHX4		0.37025866	
MIR570		0.37024787	
PCBP2		0.37004122	
IFNGR1		0.37001818	
MED22		0.36992788	
RABAC1		0.36986652	
TAL2		0.36968774	
SSTR1		0.36960924	
ARHGAP42-AS1		0.36948436	
DCST2		0.36946976	
VN1R42P		0.36944517	
SH3BP2		0.3692526	
MT1F		0.3687937	
RGPD3		0.3685553	
IFI27L1		0.36849916	
SPIN4		0.36844376	
GTPBP2		0.36842245	
LINC02732		0.36841574	
STK4		0.36834517	
USP6NL		0.36831397	
SPOCD1		0.36827153	
RPL21P8		0.3681872	
FBXO34		0.36814925	
SCAANT1		0.3681227	
SAMD12		0.36800772	
S100A14		0.36799645	
SNORA11		0.36791065	
DENND6A-DT		0.36783245	
MMAB		0.3674355	
TERF1P3		0.36728856	
PALS1		0.36727795	
WDR48		0.36720824	
RPS4XP8		0.3669453	
MRTFA		0.36686608	
CATSPERG		0.36686012	
LINC01869		0.36665502	
PCDHB5		0.3666526	
FAM136BP		0.36657912	
TNFRSF10A-AS1		0.36648312	
EML5		0.3663543	
SAXO1		0.36626115	
SETP20		0.366252	
RTL9		0.3660995	
ZNF324B		0.3657395	
NUDT6		0.36573923	
CCDC24		0.3655616	
AP4B1		0.36528897	
IVNS1ABP		0.36498332	
REEP6		0.36496523	
PDE7A		0.36486593	
MPHOSPH10P2		0.3648148	
KRT8P43		0.36481258	
SLC48A1		0.36478367	
SLC5A11		0.36477724	
PHOSPHO2		0.36474726	
MAP3K2-DT		0.36466065	
RPL18AP7		0.36450228	
EEF1A1P8		0.36436042	
ZMYM3		0.364329	
ZNF503		0.3643104	
ACTR3-AS1		0.36411336	
DIP2A		0.3640871	
EBAG9		0.36388752	
FAM172A		0.36382562	
DDIT3		0.3635364	
LURAP1		0.3632887	
MTR		0.36328563	
C2		0.36304396	
FGD6		0.36273083	
LINC00885		0.36264393	
OPRD1		0.36249626	
SLC9A3		0.36248934	
RPL9P32		0.36248273	
ZNF17		0.3623976	
BRF1		0.3623958	
EPHA2		0.36220354	
ABI3		0.36219165	
HELZ-AS1		0.362155	
DAP3P2		0.3621042	
VPS13C		0.3619869	
BCL10		0.3618286	
PPP2R5E		0.36171636	
PPM1F		0.36143798	
IL17D		0.36142626	
ARFIP1		0.3613881	
ZNF579		0.36136168	
TECPR2		0.36111563	
PCNX1		0.3610443	
SNHG30		0.36101708	
BBS4		0.36089128	
ATF4P3		0.36083755	
C17orf67		0.36073333	
HSDL2-AS1		0.3607244	
PKP4P1		0.3607222	
ZNF460		0.3606635	
KCNJ15		0.3606335	
RAB24		0.36054614	
TBCE		0.36044765	
GARNL3		0.36038232	
LPCAT4		0.3603787	
DUSP19		0.36023962	
COL14A1		0.36020342	
C9orf129		0.36018354	
DAP		0.36003453	
ZNF775-AS1		0.35980612	
ZNF782		0.35974416	
SRSF9		0.35972327	
ZNF652-AS1		0.359386	
NUDT16-DT		0.359333	
HIPK2		0.3591946	
TMEM69		0.35918283	
TSNAX		0.35913247	
CAMTA2-AS1		0.35904342	
ANAPC4		0.3590099	
PTP4A2		0.35898852	
B3GALT1		0.35877734	
DVL3		0.35865104	
RHPN1-AS1		0.3585789	
MTMR9LP		0.3583835	
NUP153-AS1		0.35815153	
POLR1F		0.35814065	
CALCOCO1		0.35808894	
BSCL2		0.3580536	
ZFTA		0.35804543	
RERE		0.3579912	
HNRNPCL4		0.35788882	
DENND5B		0.3578342	
NIPSNAP2		0.3577876	
RPL14		0.35774094	
LINC02363		0.3576091	
HGD		0.35755035	
CNIH4		0.3573114	
SLBP		0.35725963	
CKMT2-AS1		0.3571495	
BAALC-AS1		0.35706267	
ZIC2		0.35694614	
IL1A		0.3568562	
ZBTB32		0.3568476	
HMGN2P46		0.35667902	
TMEM141		0.35665897	
ACAP2		0.35656363	
HDAC9		0.35646942	
SNX7		0.35641608	
PNRC1		0.35621428	
CYP4F29P		0.3561571	
SMCO4		0.35608408	
ZNF432		0.35591394	
CLUL1		0.35587436	
PRSS22		0.3556551	
LIN7B		0.35549554	
NBPF9		0.35545304	
PDPK2P		0.35539716	
TIMM29		0.355375	
C1orf198		0.3548861	
TRIM35		0.35467443	
RET		0.3545283	
CYP2U1-AS1		0.35446945	
ZMYND11		0.35442027	
SPTY2D1		0.3543781	
MAP3K1		0.35425958	
PFDN5		0.35409227	
ELOVL1		0.3539951	
FAF2P1		0.35398525	
HINFP		0.353929	
ERCC6L2		0.35387033	
BICRA		0.35317016	
AGTPBP1		0.3529857	
NAAA		0.35241324	
TEX45		0.3522177	
NPAS2		0.35217157	
C11orf54		0.3520503	
MCPH1-AS1		0.35177228	
TOB2		0.35153085	
ZCCHC4		0.35138804	
PSMA3-AS1		0.35131875	
C1orf210		0.35126048	
LHFPL2		0.35125428	
DDX19B		0.35116217	
NOCT		0.35090777	
FAR2P3		0.3508873	
MIR563		0.3508649	
TMEM43		0.35079288	
FBXL18		0.35069403	
RUSC1		0.35064116	
APAF1		0.35042807	
CHD2		0.3504119	
NBPF6		0.3503441	
YWHABP2		0.34997803	
AFAP1		0.34989274	
RPL18P13		0.34977725	
ASCC3		0.34967908	
SRP54		0.34954944	
SLC9A3-AS1		0.34937483	
TIGD4		0.3493231	
CAPZB		0.3492921	
BDNF-AS		0.3492809	
EPHX1		0.3490512	
COBLL1		0.34896243	
CNPPD1		0.3489363	
CECR7		0.3489146	
MIF4GD-DT		0.34868637	
HIF1AN		0.3486564	
TNFRSF14-AS1		0.3486542	
COMMD7		0.34853	
TMEM230		0.34850487	
CLASP2		0.3483341	
ZKSCAN8		0.34832618	
IGFBP6		0.3481897	
CMC1		0.3481323	
SVIL-AS1		0.34802756	
CERS5		0.34802362	
GASK1B-AS1		0.34799242	
LINC01671		0.34781662	
PCNX4		0.34781364	
TRPT1		0.34765846	
ZFAND2A		0.3475606	
ALKBH3		0.3473917	
RPL15P14		0.34726286	
SEMA3F		0.34683704	
THEM6		0.34674647	
GSN-AS1		0.34674495	
MAP3K10		0.3466598	
MCTS1		0.34662342	
RPSAP54		0.3465547	
TBKBP1		0.34654835	
TAS2R10		0.34639922	
RAP2B		0.34634817	
NMNAT1		0.34634337	
MEFV		0.34627712	
PDXK		0.34606177	
FN3K		0.3460488	
YBEY		0.3457955	
ADAMTS1		0.3454193	
SLC4A7		0.34539366	
TOR1B		0.3453673	
EXT1		0.34511262	
INTS8		0.3451052	
C1QTNF7-AS1		0.34505886	
DCBLD1		0.34500903	
TGFBR1		0.3450081	
P2RX4		0.3449766	
POLR3GL		0.34493542	
BACH1-IT2		0.34488285	
ECHDC1		0.3447746	
GNPNAT1		0.34475517	
CYP2D7		0.34473333	
BHLHE40		0.34457326	
SEPTIN14P4		0.34445903	
H1-10-AS1		0.34440845	
RN7SL716P		0.3444002	
KCTD20		0.34432936	
LRRC7		0.34431127	
KRTCAP2		0.34424722	
ZNF768		0.34407347	
MTUS1-DT		0.34403732	
TMED3		0.34399644	
ACOT9		0.34394726	
ZNF416		0.34391126	
DDIT4L		0.3438442	
GEMIN7		0.34364176	
CIRBP-AS1		0.34356782	
ZNF451-AS1		0.34352827	
SLCO4C1		0.34337112	
SRSF5		0.34317294	
TMEM219		0.34310493	
MKLN1-AS		0.34300378	
RNF24		0.3429717	
CENATAC		0.3428144	
CCDC163		0.342705	
PDIA3P2		0.34270468	
RUBCN		0.3426641	
SLC35C2		0.34261477	
XPC		0.3425722	
ZNF271P		0.34250635	
RPL7P23		0.34244123	
ASLP1		0.3423991	
DBI		0.34229925	
HSD11B1L		0.3419466	
GPR35		0.34190822	
EEF1B2P1		0.34188944	
CSTB		0.34188342	
SDR16C5		0.34187976	
MTRF1LP1		0.34178507	
SHC2		0.3416886	
CLEC18C		0.34166226	
FOXN3		0.34165213	
HIPK3		0.34152147	
BEAN1		0.34135294	
GORASP2		0.34132043	
CASP7		0.34126604	
PAH		0.3412278	
NPIPA3		0.3410782	
EIF2AK3		0.34105846	
ORMDL2		0.34099656	
VDAC1P3		0.3406469	
ZNF674		0.3405108	
C16orf72		0.34045777	
CDS1		0.3403307	
IGBP1P1		0.3403134	
RSPH10B2		0.34026712	
SIKE1		0.34014872	
DCDC2B		0.3400715	
DNAJC19P5		0.33990407	
WNT8B		0.3398834	
REELD1		0.33986425	
CCL22		0.33960235	
NINJ1		0.33956677	
XPC-AS1		0.33909902	
AMY2B		0.33905205	
RAG1		0.3388813	
GOLGA6L3		0.3388704	
ZNF706		0.33873865	
LINC01508		0.33863539	
ADRA2B		0.3381106	
ABHD8		0.33794603	
B3GALT9		0.33794102	
MIR200CHG		0.33791184	
TSPAN16		0.33784035	
LINC02611		0.33784035	
TMSB4XP1		0.3377568	
PANK3		0.33774045	
TRIM52-AS1		0.3376682	
STK16P1		0.33761862	
BDNF		0.3375851	
SMG9		0.33741271	
ZNF45		0.33739582	
SEMA4B		0.33735538	
RNF168		0.33714598	
RPL12P14		0.33713594	
MST1P2		0.33711964	
IFT88		0.3367555	
GOLGA6L17P		0.33671325	
C11orf71		0.33666176	
RPL5P9		0.33660448	
OXCT1-AS1		0.3363484	
PDGFRL		0.33627456	
TMEM251		0.33607164	
KANSL1		0.3359704	
RIMS3		0.3358711	
STS		0.33585963	
SLC16A6		0.33566818	
KIAA1549L		0.3355806	
ITGB8-AS1		0.33549094	
VPS13B		0.33548108	
BFAR		0.3354546	
NRP2		0.33501235	
DHRS7		0.33497816	
EEF1AKMT1		0.33495685	
TTR		0.33485588	
RYBP		0.3348279	
REST		0.33476368	
PIGHP1		0.33474284	
BRMS1L		0.3346902	
B3GALNT2		0.33468223	
RPL23		0.33461794	
LINC01165		0.33454713	
TIMM9		0.3345326	
FEZ1		0.3345046	
ZNF174		0.334387	
MTHFS		0.33437726	
LINC02918		0.33430824	
CSPP1		0.3342989	
GPR39		0.33419913	
GRTP1		0.33404863	
ECH1		0.3337738	
SEC11B		0.33370197	
EP300-AS1		0.33368254	
MRPL41		0.33339575	
FOXD1		0.3333277	
MRPS6		0.33321387	
FBXL16		0.333105	
TUBAL3		0.33287582	
XYLT1		0.3327465	
COL18A1		0.33264714	
SEPTIN7		0.33249307	
LRRC49		0.33247408	
C1orf54		0.33237162	
CUL7		0.3323424	
MTA1		0.332316	
GLUD1P2		0.33205655	
ZNF544		0.33180538	
LINC02328		0.33179525	
SLC15A3		0.3317642	
AGAP1-IT1		0.33168206	
RPL14P1		0.3315207	
MFF-DT		0.331507	
BTF3P2		0.3314606	
DCAKD		0.3314188	
TDP1		0.33139205	
TSPYL4		0.33115345	
LARP1B		0.33076444	
ZNF8-DT		0.3307525	
ZNF408		0.3305931	
ICE2		0.33052322	
PTPN18		0.33051768	
WTAPP1		0.33036035	
TNNC2		0.33035943	
TAT-AS1		0.33023193	
FGFR1		0.3302152	
MCM3AP-AS1		0.33006924	
MACC1-DT		0.3300424	
VMAC		0.32966143	
DPYD		0.32960606	
RBM44		0.32955787	
DUSP3		0.32949826	
NAPSA		0.329415	
MSL1		0.32936916	
ITPRIP		0.32929975	
DPM3		0.3289282	
GSKIP		0.32863298	
BAG1		0.32859766	
RANBP9		0.3282979	
ASF1A		0.3282148	
BLNK		0.32814735	
OR1F1		0.32807496	
TXNRD2		0.32785857	
OFD1		0.32770655	
STEAP3		0.32756662	
FZR1		0.32752863	
MMP13		0.32739753	
SEPHS2		0.3272794	
KMT5A		0.3270312	
HMGN1P1		0.3269483	
ZNF528-AS1		0.3269452	
TMEM44-AS2		0.32693106	
CCDC146		0.32687718	
KBTBD8		0.32665426	
GPR156		0.32663235	
FGD4		0.32654816	
LINC02680		0.32620463	
C1QTNF12		0.3261761	
ACER2P1		0.32592303	
MYO1H		0.32587188	
FTH1P4		0.32578614	
KATNBL1		0.32569498	
RPL12P25		0.3255699	
TDH		0.32539988	
ACYP1		0.32520577	
ETV4		0.32501915	
CPEB2-DT		0.3249489	
CPLANE1		0.32490444	
LINC00921		0.3247541	
NVL		0.32470563	
INPPL1		0.32464254	
ARV1		0.3242449	
PDRG1		0.32406837	
BEX2		0.32395864	
ZNF764		0.32395247	
MACF1		0.32387528	
ARID2		0.3236494	
PIGCP1		0.3236059	
RPS3AP5		0.32355893	
H3P6		0.32354006	
C1orf100		0.32333824	
N4BP2		0.32312632	
BCL11A		0.32312086	
DRD4		0.323073	
KMT5AP2		0.32291618	
QRFP		0.32289883	
PPP1R8		0.3226595	
NUDT19P5		0.32239944	
CCDC32		0.32237503	
SNX15		0.3222036	
GNRH2		0.32213065	
NEK7		0.32178923	
FXYD6		0.321647	
RDH13		0.32149935	
UBA52P8		0.3214438	
ZFPL1		0.3213705	
ATP2C2		0.32130587	
GNRHR		0.32118392	
POLR2G		0.32114697	
ARIH2OS		0.32104787	
WDR31		0.32096085	
MTND6P4		0.32095742	
COX16		0.32094163	
AMZ2P1		0.32076356	
GPRC5A		0.32048985	
RPGRIP1		0.3203345	
RTL10		0.32006007	
ZMPSTE24-DT		0.31998837	
EPS15		0.31997526	
MT-TF		0.31979436	
DUT		0.31978998	
CLCN2		0.31965968	
OPTN		0.31951368	
LRRC37A17P		0.3192624	
MIR193BHG		0.31920612	
RXRB		0.31919777	
FHDC1		0.31898874	
MCL1		0.3189484	
COX7A1		0.31892943	
PMM1		0.31888852	
PTPN4		0.31879798	
ITPRID2		0.31873977	
TMEM62		0.31872287	
ABCA7		0.31866786	
TRPM4		0.31851423	
BTBD10P2		0.31815803	
CDKN1A		0.31814188	
SLC39A13		0.31808028	
PDZD8		0.3180229	
VTRNA1-3		0.3179894	
LARP4		0.31793126	
SMCR2		0.31771934	
ERF		0.31771487	
ZNF358		0.31763452	
SNORA74A		0.31760013	
HIGD1A		0.317462	
RPL7P46		0.3174143	
POMK		0.3173253	
RBMS2		0.31728163	
PARD6A		0.3172808	
SLC5A2		0.31723586	
TSTD3		0.31702667	
ATAD3C		0.31699076	
RASAL2		0.3168599	
ULK3		0.31663385	
FBXL12		0.31655487	
PSMA6		0.3162935	
TFE3		0.31623998	
HECTD2		0.31621101	
EIF1P3		0.31609052	
SOX12		0.31604144	
WFDC3		0.31604072	
RILPL1		0.31597123	
RN7SL762P		0.3156006	
NRSN1		0.3155984	
DAAM1		0.31525117	
ZDHHC9		0.3152228	
PPP1R37		0.31518257	
TEX22		0.31496924	
FMNL1-AS1		0.3149647	
TLE1		0.3149023	
CSNK1D		0.3148535	
TMEM205		0.31473717	
BRK1		0.31472027	
RPS26		0.31457275	
NAP1L3		0.31456652	
EIF3LP2		0.3144327	
CAPN3		0.31414968	
TMEM53		0.3140917	
CELF3		0.31394613	
REPS1		0.31382388	
ADAMTSL4		0.31366783	
USP15		0.31359747	
BCAT2		0.31352222	
SRP72P1		0.31347162	
CTSZ		0.3133662	
ENTR1		0.31322065	
HMX3		0.31302384	
SYNGAP1-AS1		0.31289557	
DNAH10		0.31277525	
LAMB2		0.31267396	
GSPT1		0.3126481	
SNX9		0.31243238	
ALG13		0.31230277	
CLIC1P1		0.3121196	
GRAMD1A		0.3119554	
ANKRD28		0.3117783	
RPL7L1P8		0.31168944	
DENR		0.31146765	
MED13L		0.31146607	
TMEM204		0.31135753	
IGSF5		0.31126475	
LINC01473		0.31089133	
TJP2		0.31066784	
ZNF605		0.31056866	
TUBB8P1		0.31056005	
RPS6KA2		0.3104863	
LINC02560		0.3104241	
TNRC6B		0.31038588	
ACTG1		0.31024745	
TIMM10B		0.31019324	
PEX7		0.3101088	
ASAH2		0.31006685	
SLC31A1P1		0.30993584	
LINC02840		0.30989528	
PPM1F-AS1		0.3098792	
ANKRD20A19P		0.30977026	
CTSL		0.30976048	
GAK		0.30954856	
HCCS		0.30952606	
RPL7P39		0.30950287	
ANAPC10		0.30929422	
PCDHB8		0.3088707	
BHLHA15		0.30877578	
ZNF770		0.3082975	
MSH4		0.30828887	
PGF		0.3082032	
GZMM		0.3081847	
LRRC51		0.30815616	
MIS18A-AS1		0.30797	
SH3KBP1		0.30779284	
ABHD15		0.3077325	
PYM1		0.30743703	
CARNMT1-AS1		0.30726475	
FAM95C		0.30707577	
MYL12A		0.30705553	
SLC7A6		0.30699652	
RPS3A		0.30696523	
TRIM74		0.30650225	
PLEKHA8P1		0.30647504	
NDUFA4P1		0.30605745	
CARHSP1-DT		0.30596325	
TMEM91		0.30590004	
ASB6		0.30568072	
MAPK1IP1L		0.30525607	
KPNA4		0.3052552	
GPR78		0.30505323	
USP25		0.30496743	
CREBBP		0.30474424	
ORC3		0.30468923	
GLUD1		0.30462977	
RPL7		0.30456164	
IPPK		0.3044625	
DESI2		0.30421892	
VASH1-AS1		0.30398434	
ZFYVE1		0.30385908	
PPFIA3		0.3038407	
DNAAF2		0.30379644	
CTU1		0.30375627	
HSPA8P4		0.30369228	
MOSMO		0.30354983	
SRD5A1		0.30316713	
HAL		0.30315426	
SYNGR2P1		0.30308917	
ZNF268		0.30279142	
CCDC81		0.3027888	
ATG4A		0.3027481	
RELL1		0.3027088	
PJA1		0.3026791	
PFKM		0.30266473	
JADE1		0.30261007	
LSM5		0.3026003	
CTNNBIP1		0.30259234	
RSPH9		0.30257922	
EGR4		0.30251357	
RPL12P27		0.30237272	
DSTNP2		0.30204716	
BTF3P12		0.30171105	
ACP6		0.30162385	
FAM242C		0.30140954	
SMG1P7		0.30125266	
ZNF780A		0.3012106	
ZNF749		0.30120155	
GNA11		0.3011554	
ELAPOR2		0.30113134	
LINC01003		0.3011092	
MMP11		0.3010686	
ARHGEF2		0.30103847	
LINC01144		0.30090994	
SAPCD2		0.3008766	
PIP5K1C		0.30087048	
MT-RNR1		0.30084166	
CAPNS1		0.3008255	
LINC01521		0.3008152	
KRT18P13		0.3007546	
MARCHF3		0.30065033	
LINC01126		0.3005507	
SENP7		0.3004045	
STIM2		0.30031067	
VCPKMT		0.299985	
NOVA1		0.29974753	
CRBN		0.29966882	
PRXL2C		0.29965475	
FAM126B		0.29959694	
ATXN7L3		0.29950458	
CAMSAP2		0.29934773	
RPL15P3		0.29927096	
C12orf42		0.29915562	
SNRPD3		0.2991224	
ASAP3		0.29903802	
LAPTM5		0.29883045	
HMGCS2		0.29867184	
LRRFIP1		0.29866698	
IFT43		0.29846093	
SSBP3		0.29841718	
NAA60		0.29841033	
IDS		0.29797685	
CALML5		0.29790688	
RPL15		0.29787573	
PANX1		0.29787156	
ZNF586		0.29777607	
GLI4		0.29750803	
TRIO		0.29745898	
RBMX2P3		0.29743046	
ZNF562		0.29742077	
DYRK1B		0.2972747	
LINC02848		0.29721016	
ZCRB1P1		0.29691187	
C11orf49		0.29687992	
PLA2R1		0.29683262	
INPP5E		0.29680043	
SNORD127		0.29673302	
ADGRB1		0.2964498	
CLIP3		0.296325	
PVR		0.2962457	
USP30		0.29614788	
C17orf114		0.29597157	
ENPP7P4		0.29579636	
NKTR		0.29569533	
ERI2		0.2956944	
ESPL1		0.2955086	
NRG2		0.2954999	
TMEM263		0.2954292	
UBE2J1		0.29539925	
C11orf80		0.29531258	
RASA4CP		0.29530475	
LINC01143		0.29524994	
HCAR1		0.29513884	
ZYG11B		0.29484266	
WDR82P2		0.29483616	
HAUS5		0.2947678	
ABCD4		0.2946799	
PTOV1-AS2		0.29467964	
VIRMA-DT		0.29461983	
GLTP		0.29456788	
ZXDA		0.29449725	
ARHGEF3		0.29441977	
RNF112		0.2943405	
MPZL3		0.2943338	
INPP5A		0.29411948	
PPL		0.2940531	
SNORA14B		0.29393405	
SEC22A		0.2939188	
DNAH7		0.29355314	
USP3		0.29338187	
PRMT2		0.29317087	
ZNF705EP		0.2930859	
NOP56P3		0.29303026	
MEF2A		0.29297036	
GSTZ1		0.29290065	
LINC02569		0.2928785	
RPA2		0.29274908	
ZNF629		0.29272085	
SGSH		0.2926602	
POGLUT3		0.29263467	
DPH3		0.29252583	
LPCAT3		0.29250053	
ELF2		0.29233593	
FAM151B-DT		0.29228437	
C1orf127		0.29211524	
CEP164P1		0.2921122	
EP300		0.29200923	
SLC7A6OS		0.2920022	
IKZF4		0.29198608	
AOC3		0.29191154	
GLRX5P2		0.2915981	
INKA2-AS1		0.29155988	
CACNA1G-AS1		0.29152635	
ELOCP21		0.29133582	
CD200R1		0.29127386	
RNU6-1262P		0.29113978	
KLHL18		0.29113615	
PTGES3L		0.29112896	
MTMR11		0.29108775	
EEF1A1P24		0.29097474	
SERINC2		0.29094997	
CSRNP2		0.29085094	
CEP104		0.29063123	
ZNF451		0.29042125	
CHCHD2		0.29033682	
KLF3		0.29002267	
ZNF77		0.2899386	
RPL36AL		0.2898123	
FAM171A2		0.28981125	
PSEN2		0.28946632	
UNC45A		0.2892535	
PCSK4		0.28921613	
EPHB1		0.28903648	
PFN1P8		0.28896594	
FZD5		0.2889315	
SH2D4B		0.28885782	
MELTF		0.28876156	
CYP2A6		0.288731	
COX20P2		0.2886137	
BRD3OS		0.28842825	
SSBP3P1		0.28839013	
MLH1		0.28837523	
MAST1		0.28835633	
AP1G2-AS1		0.2883433	
AGPAT2		0.28825498	
PRR22		0.28817979	
MAVS		0.28812245	
DSG2		0.2877529	
ATG16L1		0.2877123	
ATP6V1E1P1		0.28770873	
NBPF2P		0.28765646	
FIG4		0.28753564	
CYP2D8P		0.2874347	
CCDC9B		0.28741467	
TRAF3		0.28729314	
CCL28		0.28721946	
SDAD1P1		0.287199	
STIM2-AS1		0.28719732	
SNORA26		0.2870609	
ANGPTL6		0.2869672	
ZNF546		0.28647563	
LINC02901		0.2864026	
TIMMDC1		0.28628618	
BAG5		0.28627884	
PDP2		0.2861396	
PHTF1		0.2860681	
NBPF12		0.28605744	
ID2		0.28604952	
SCAND2P		0.28579444	
CDH10		0.28567174	
RNF214		0.28560042	
IQCH		0.28556213	
C9orf64		0.28556174	
IGSF23		0.2855426	
EPS8L2		0.28553176	
CLUHP3		0.28552765	
RAB2A		0.28550348	
FAM184A		0.2854751	
RAB13		0.2853981	
TRIM17		0.28533182	
RRAS		0.28531528	
SBNO1-AS1		0.28528202	
SMARCE1P1		0.2851091	
NIPSNAP1		0.2850702	
LINC01031		0.28496426	
PGK2		0.28493366	
CDYL2		0.2848161	
LRRFIP1P1		0.2847728	
PPM1H		0.2847653	
RNA5SP283		0.28474674	
PITPNB		0.28465605	
D2HGDH		0.2846419	
CBX4		0.28462437	
RAB11FIP5		0.2845916	
ABHD17A		0.28459093	
EVI5		0.28458244	
ZNF849P		0.2843969	
VCPIP1		0.28425506	
SRP14P2		0.2842035	
H2BC5		0.28395578	
SEPTIN9		0.28381616	
